aX,aY,aZ,gX,gY,gZ
0.052,0.028,0.975,6.714,-0.122,26.550
0.023,-0.017,0.960,5.432,-0.977,29.053
0.033,-0.042,0.971,6.592,-0.061,30.151
0.001,-0.056,0.981,7.507,-0.183,28.931
0.012,-0.094,1.005,7.812,1.709,27.344
-0.030,-0.129,0.991,5.981,-0.122,24.841
-0.068,-0.180,1.001,4.395,-1.587,21.606
-0.085,-0.203,1.024,3.479,-1.038,17.578
-0.096,-0.143,0.976,0.488,-2.136,12.024
-0.038,-0.026,0.962,-0.122,-1.221,8.606
-0.004,0.089,0.932,0.916,-1.587,9.888
-0.010,0.069,0.964,4.211,0.122,15.808
-0.076,0.023,0.990,5.493,0.061,20.874
-0.112,-0.025,0.976,4.700,-0.610,22.705
-0.123,-0.047,0.977,5.615,0.305,22.461
-0.120,-0.060,0.942,5.981,-0.183,21.484
-0.269,-0.101,0.955,8.545,-0.122,20.813
-0.172,-0.227,1.044,11.230,3.662,17.822
-0.265,-0.105,0.982,7.629,2.258,12.329
-0.167,-0.055,1.012,8.667,9.521,10.193
-0.257,-0.010,0.992,7.996,7.996,8.728
-0.287,0.082,0.998,8.911,10.559,7.935
-0.218,0.158,1.016,10.742,12.329,11.719
-0.023,0.139,0.960,9.705,7.690,19.653
-0.182,0.121,0.954,2.991,-10.620,25.330
-0.376,0.050,1.045,-1.526,-19.531,27.161
-0.329,-0.103,1.010,-0.732,-7.690,27.161
-0.240,-0.198,0.971,1.648,2.869,23.315
-0.325,-0.097,0.934,1.221,-3.357,15.686
-0.023,-0.062,1.043,7.019,1.465,13.794
-0.323,0.134,1.017,4.822,-11.597,13.123
-0.147,0.173,0.961,2.197,-0.122,15.015
-0.251,0.172,0.983,4.089,1.099,21.423
-0.319,0.110,1.004,4.578,0.122,26.428
-0.348,0.087,1.010,5.249,2.258,28.320
-0.361,0.095,1.001,3.418,0.000,28.870
-0.348,0.088,1.000,2.319,-0.549,30.762
-0.337,0.018,0.991,1.892,-1.282,32.898
-0.335,-0.097,0.987,1.831,-2.258,33.386
-0.357,-0.201,0.965,2.563,-3.845,30.640
-0.328,-0.233,0.980,4.944,-3.540,24.841
-0.265,-0.214,0.986,5.981,-3.235,17.029
-0.233,-0.187,1.002,6.348,-3.662,10.681
-0.203,-0.159,1.036,5.310,-2.563,6.470
-0.178,-0.119,1.012,1.526,-1.709,2.563
-0.170,-0.081,0.960,-0.854,-1.892,-0.122
-0.185,-0.068,0.967,0.671,-1.831,-0.793
-0.196,-0.074,1.000,2.075,-0.916,-0.916
-0.181,-0.065,0.996,1.648,-0.061,-1.587
-0.185,-0.110,0.986,0.916,0.732,-2.136
-0.216,-0.145,1.001,0.916,2.441,-3.479
-0.158,-0.109,0.978,0.122,3.906,-7.263
-0.087,-0.022,0.927,0.183,2.136,-10.864
0.151,0.062,0.930,3.357,2.197,-10.803
0.079,-0.006,1.070,11.963,6.775,-5.127
-0.091,0.074,0.893,12.085,-7.812,-4.089
0.018,-0.065,1.109,13.062,0.305,-2.808
-0.036,0.009,1.014,7.629,-4.517,-5.737
-0.049,0.090,0.901,3.235,-8.423,-7.141
0.006,0.048,1.004,7.629,-0.122,-3.357
-0.065,0.055,0.951,8.484,-2.563,-0.427
-0.069,-0.058,1.049,6.348,-1.099,1.160
-0.098,-0.059,0.987,4.822,-0.549,-0.793
-0.109,-0.046,0.972,3.479,-2.502,-2.747
-0.130,-0.009,0.969,3.662,-4.089,-3.418
-0.111,-0.024,1.007,4.944,-0.854,-2.502
-0.154,-0.046,1.001,4.883,-2.441,-2.502
-0.145,-0.052,0.973,3.235,-4.822,-3.479
-0.148,-0.058,0.991,3.418,-3.540,-3.479
-0.121,-0.042,0.986,3.357,-3.357,-3.540
-0.064,-0.006,0.967,3.052,-3.113,-3.296

-0.005,-0.041,0.997,6.653,0.122,3.174
-0.007,-0.044,0.996,5.493,0.793,2.502
-0.007,-0.049,1.001,4.333,1.160,2.380
0.004,-0.064,0.997,2.930,1.770,2.075
0.006,-0.077,0.994,1.709,2.380,0.854
0.039,-0.062,0.991,1.160,2.441,-1.160
0.057,-0.054,0.993,0.488,2.441,-2.563
0.143,-0.045,0.979,-0.244,2.747,-3.052
0.122,-0.035,0.995,-1.404,2.502,-3.479
0.209,-0.026,0.983,-1.526,4.089,-3.845
0.367,-0.013,1.221,-0.732,4.517,-4.028
0.255,0.073,1.013,-3.357,2.380,-4.883
0.482,-0.054,0.941,-6.165,4.944,-5.615
0.228,0.118,0.911,-6.653,-2.808,-3.662
0.317,0.064,0.965,-1.221,-0.305,-2.625
0.360,0.044,0.947,2.502,5.981,-0.793
0.312,0.046,0.976,1.160,1.587,0.732
0.320,0.026,0.973,0.549,1.770,3.174
0.324,-0.016,0.937,0.549,1.038,5.493
0.306,-0.083,0.957,1.648,-0.610,7.202
0.262,-0.140,0.988,2.014,-1.343,6.348
0.262,-0.134,0.991,1.282,-0.854,3.479
0.259,-0.115,0.972,0.610,0.000,0.305
0.257,-0.106,0.956,0.183,0.732,-1.953
0.242,-0.136,0.954,1.221,0.427,-2.625
0.218,-0.167,0.967,2.319,-0.427,-3.601
0.228,-0.153,0.970,2.808,-1.465,-6.409
0.250,-0.087,0.970,2.502,-2.563,-9.583
0.318,0.023,0.965,2.686,-2.197,-9.399
0.311,0.044,0.989,3.174,-1.465,-4.150
0.294,0.040,0.984,2.197,-0.610,2.258
0.272,0.015,0.957,1.282,-0.488,7.690
0.222,-0.056,0.974,1.892,-1.099,11.475
0.173,-0.113,0.975,2.258,-1.099,11.597
0.150,-0.141,0.965,1.770,-1.831,8.301
0.120,-0.116,0.997,1.282,-2.991,4.150
0.165,-0.067,0.985,0.427,-1.892,0.488
0.170,-0.010,0.941,0.610,-1.038,-0.671
0.170,-0.003,0.936,3.906,-0.244,1.221
0.138,-0.034,0.971,8.423,0.671,4.272
0.131,-0.038,0.996,10.376,1.038,5.920
0.124,-0.026,0.995,9.827,1.160,6.958
0.111,-0.018,0.989,8.850,-0.305,8.301
0.100,-0.045,0.997,9.033,-0.061,10.681
0.104,-0.038,0.996,8.423,0.061,12.024
0.025,-0.052,0.941,8.301,-0.610,12.634
0.079,-0.064,0.962,8.057,6.653,12.329
0.120,-0.005,0.958,5.920,9.277,10.864
0.127,0.033,0.982,4.028,3.479,10.620
0.145,0.036,1.001,4.517,1.892,12.817
0.119,0.011,0.992,5.371,0.854,15.747
0.133,0.010,0.998,5.737,3.113,17.700
0.115,-0.001,0.985,5.981,2.869,19.043
0.082,-0.010,0.979,5.310,2.014,19.470
0.064,-0.019,0.990,4.028,3.723,19.287
0.058,-0.019,1.005,2.441,5.188,18.921
0.059,-0.017,0.988,0.549,3.662,18.250
0.076,0.029,0.939,-0.488,1.831,17.883
0.126,0.101,0.907,1.404,1.770,19.104
0.125,0.114,0.913,6.287,0.549,24.109
0.090,0.068,0.927,10.132,-1.404,30.151
0.057,0.011,0.943,9.277,-1.160,34.180
0.047,-0.026,1.004,4.761,-0.793,35.400
-0.022,-0.039,1.016,0.183,-5.554,34.729
-0.047,-0.058,1.028,-0.366,-6.287,33.752
-0.055,-0.074,1.002,1.343,-4.333,32.227
-0.032,-0.096,0.971,3.845,-2.869,29.907
-0.002,-0.082,0.948,4.944,-2.625,25.696
0.006,-0.029,0.954,5.066,-4.150,22.278
-0.012,-0.012,0.968,5.371,-5.432,20.813
-0.003,-0.009,1.003,4.822,-4.333,20.386
0.015,0.051,1.000,2.686,-3.296,20.203
0.008,0.084,1.000,2.502,-3.052,22.949
0.019,0.084,1.000,4.028,-1.404,27.893
0.002,0.039,1.001,5.493,0.549,32.593
-0.027,-0.020,0.990,5.188,1.831,34.912
-0.074,-0.081,0.974,3.601,1.221,33.813
-0.123,-0.105,0.989,2.014,0.061,29.358
-0.157,-0.096,0.996,0.732,-0.427,23.315
-0.133,-0.025,0.993,0.244,0.244,18.066
-0.123,0.036,0.989,1.099,0.061,15.137
-0.092,0.059,1.006,3.357,1.160,15.686
-0.079,0.071,0.981,3.235,1.160,17.639
-0.092,0.019,0.974,2.441,1.282,20.081
-0.136,-0.026,0.981,1.160,-0.122,21.118
-0.193,-0.068,0.990,-0.061,-0.366,19.653
-0.212,-0.077,0.982,-1.465,1.709,16.541
-0.203,-0.066,1.020,-2.502,4.028,12.695
-0.265,-0.074,1.011,-1.892,0.793,9.216
-0.256,-0.060,0.999,0.427,0.671,6.104
-0.208,0.022,0.963,1.953,1.038,2.869
-0.188,0.046,0.948,4.883,-0.122,2.869
-0.216,0.016,1.004,8.423,-0.610,5.554
-0.219,0.028,1.026,7.446,-1.038,5.920
-0.201,0.062,1.024,3.174,-0.488,4.883
-0.157,0.124,0.998,-0.916,0.244,4.578
-0.150,0.096,0.975,-2.991,0.305,6.653
-0.172,0.025,0.983,-3.845,0.366,9.644
-0.158,-0.051,0.974,-5.920,-0.305,9.644
-0.190,-0.104,0.961,-8.179,-2.625,7.507
-0.204,-0.151,1.001,-6.592,-2.991,5.249
-0.208,-0.152,1.017,-3.723,-2.563,1.953
-0.182,-0.102,1.026,-2.502,-0.854,-2.258
-0.159,-0.060,1.014,-0.549,0.488,-3.479
-0.126,0.002,0.981,0.916,0.916,-3.540
-0.079,0.038,0.937,1.465,0.793,-2.441
-0.037,0.036,0.910,0.793,0.427,1.221
-0.034,-0.003,0.935,-0.488,-0.244,5.310
-0.053,-0.023,1.005,-2.197,-1.465,7.996
-0.051,-0.013,1.041,-2.686,-2.991,9.399
-0.063,-0.061,1.024,-0.793,-2.747,11.353
-0.062,-0.096,1.008,1.648,-0.488,11.780
-0.075,-0.104,0.951,1.404,-0.610,9.216
-0.103,-0.093,0.892,2.747,-3.723,6.531
-0.127,-0.091,0.849,7.080,-7.019,5.249
-0.157,-0.092,0.830,11.963,-11.841,4.700
-0.241,-0.034,0.918,18.005,-16.907,4.822
-0.218,-0.120,0.969,33.813,-17.517,8.484
-0.234,-0.096,1.036,39.001,-16.357,8.240

-0.006,-0.044,0.996,1.953,1.099,0.854
-0.004,-0.043,1.000,0.488,1.404,0.061
-0.033,-0.054,1.001,-1.404,1.648,-1.099
0.026,-0.057,1.004,-3.052,1.343,-3.174
0.089,-0.050,0.939,-3.784,1.892,-3.296
0.166,-0.121,0.963,-6.348,0.183,-2.136
0.193,-0.025,0.923,-10.681,-3.784,-2.747
0.266,-0.031,0.934,-6.226,2.930,-0.793
0.289,-0.107,0.974,-2.258,2.930,2.930
0.314,-0.125,0.942,-1.160,2.991,1.892
0.344,-0.125,0.940,0.732,2.563,-1.465
0.389,-0.102,0.971,3.357,2.686,-4.517
0.415,-0.040,0.987,3.906,2.747,-7.568
0.472,0.039,0.978,2.441,2.625,-9.583
0.514,0.138,0.961,1.221,1.831,-8.789
0.529,0.184,0.950,0.549,0.244,-4.883
0.529,0.192,0.926,0.793,-1.465,1.587
0.493,0.125,0.927,2.258,-3.052,9.338
0.420,0.055,0.950,4.395,-3.174,15.747
0.385,-0.015,0.983,5.737,-1.160,19.409
0.343,-0.054,0.987,5.188,0.671,20.142
0.309,-0.067,0.969,3.479,0.854,18.982
0.297,-0.078,0.973,3.113,1.648,17.395
0.272,-0.096,0.979,2.869,0.916,14.954
0.228,-0.145,0.974,2.441,0.549,11.780
0.210,-0.132,0.962,2.625,0.732,7.874
0.272,-0.023,0.930,2.991,-0.732,4.700
0.333,0.044,0.994,5.554,-1.343,6.348
0.281,0.074,0.994,5.371,-4.883,10.437
0.244,0.073,0.976,3.052,-3.845,14.832
0.236,0.027,0.985,4.517,1.892,21.118
0.221,0.007,0.977,3.113,2.563,24.780
0.198,-0.045,0.938,0.488,1.526,26.611
0.133,-0.121,0.945,0.732,2.441,27.344
0.092,-0.201,0.953,2.808,3.601,24.963
0.048,-0.286,0.990,5.005,3.296,19.226
0.036,-0.262,0.995,4.517,1.953,9.827
0.107,-0.094,0.955,3.540,-0.549,0.244
0.145,0.046,1.007,4.700,-3.418,-2.625
0.190,0.201,0.940,4.639,-2.930,1.404
0.277,0.223,1.014,4.150,5.127,10.193
0.213,0.178,0.966,4.456,1.404,21.973
0.198,0.067,0.987,4.456,2.197,30.579
0.176,-0.029,0.966,4.517,2.563,34.668
0.111,-0.124,0.943,4.211,0.549,33.386
0.058,-0.177,0.973,5.920,-1.160,28.687
0.045,-0.199,1.007,7.263,0.061,21.484
0.035,-0.193,1.006,5.249,1.282,13.550
0.031,-0.146,0.990,2.625,2.258,6.287
0.097,-0.013,0.985,1.221,2.930,1.160
0.201,0.158,0.954,0.000,0.977,0.793
0.218,0.208,0.944,1.221,-0.610,8.484
0.186,0.181,0.944,3.662,-0.244,19.470
0.170,0.077,0.950,6.042,1.221,28.870
0.065,-0.062,0.959,7.751,1.343,33.508
0.031,-0.161,0.994,8.240,0.977,31.128
-0.002,-0.145,0.965,7.935,-1.953,26.123
-0.017,-0.154,1.006,8.667,-1.160,20.813
-0.019,-0.129,1.000,6.958,-0.366,14.954
-0.025,-0.088,0.979,4.517,-2.014,10.620
-0.010,-0.053,0.984,4.211,-1.831,9.277
-0.056,-0.065,0.996,4.700,-0.488,9.827
-0.081,0.009,0.999,4.028,0.854,10.071
-0.050,0.106,0.995,2.197,1.221,11.780
-0.053,0.123,1.007,0.671,2.258,16.846
-0.089,0.074,1.017,-0.549,3.479,22.705
-0.148,-0.021,1.005,-2.808,3.601,25.879
-0.198,-0.104,0.990,-2.747,5.188,25.696
-0.251,-0.140,0.942,-1.221,5.920,21.912
-0.210,-0.173,0.911,2.075,5.432,15.259
-0.263,-0.113,0.933,4.944,2.563,8.545
-0.307,-0.071,0.985,6.836,0.427,3.967
-0.320,-0.010,0.989,6.042,-0.549,0.793
-0.300,0.047,0.972,5.432,-0.916,0.793
-0.294,0.064,1.001,8.057,-0.427,3.784
-0.257,0.019,1.008,12.390,-0.916,8.545
-0.235,0.001,1.002,10.376,-3.540,9.644
-0.286,-0.098,1.064,7.446,-4.395,10.437
-0.314,-0.140,1.004,4.333,-2.136,8.911
-0.283,-0.150,0.974,5.371,0.793,5.005
-0.301,-0.073,1.022,8.118,0.366,0.671
-0.264,0.039,1.024,7.874,0.366,-1.770
-0.233,0.092,0.984,6.226,0.305,-0.244
-0.233,0.057,0.958,5.371,-0.488,4.028
-0.291,-0.015,0.978,3.662,-2.686,7.080
-0.349,-0.097,1.002,2.625,-3.967,7.141
-0.357,-0.100,1.003,3.418,-3.296,4.456
-0.328,-0.040,1.033,4.517,-1.831,1.099
-0.255,0.029,1.011,3.845,0.793,-0.122
-0.206,0.075,0.973,2.563,1.282,1.709
-0.181,0.058,0.978,2.502,-0.366,6.470
-0.176,0.022,0.984,0.549,-2.686,11.108
-0.198,-0.021,0.981,-2.075,-4.578,14.160
-0.224,-0.119,0.979,-0.549,-5.432,17.029
-0.222,-0.165,0.998,2.014,-5.554,16.479
-0.198,-0.152,0.993,2.625,-5.371,12.390
-0.156,-0.138,0.993,3.479,-3.784,9.521
-0.131,-0.161,1.035,3.845,-2.075,6.714
-0.134,-0.144,0.969,2.686,-3.479,3.113
-0.166,-0.102,0.983,2.441,-2.991,-0.916
-0.108,-0.051,1.000,4.089,2.563,-3.357
-0.131,-0.003,0.979,2.991,0.793,-3.967
-0.125,0.035,0.978,2.930,-0.427,-3.601
-0.127,0.065,0.968,3.540,-2.502,-2.380
-0.167,0.037,0.982,4.395,-4.150,0.793
-0.187,0.002,0.983,4.822,-5.188,2.930
-0.182,-0.008,0.976,5.066,-5.615,2.869
-0.169,-0.005,0.977,5.859,-6.470,2.258
-0.159,-0.020,0.994,6.470,-7.385,1.953
-0.172,-0.032,1.007,6.409,-7.446,1.892
-0.159,-0.026,1.005,4.761,-5.615,1.831
-0.134,-0.037,0.985,3.235,-3.296,2.136
-0.137,-0.039,0.987,2.930,-1.831,2.136
-0.116,-0.010,0.977,3.235,-1.526,1.587
-0.101,0.001,0.982,3.113,-1.648,1.770
-0.114,-0.009,0.986,3.418,-2.319,3.113
-0.097,-0.012,0.989,3.357,-1.892,3.967
-0.076,-0.031,0.989,2.930,-0.916,4.272
-0.058,-0.038,0.990,2.258,-0.305,4.028

0.012,-0.080,0.974,0.244,1.404,-4.028
0.000,-0.079,0.977,0.916,0.916,-5.554
0.049,-0.051,0.969,1.648,1.038,-7.629
-0.002,-0.046,1.005,2.441,0.183,-7.629
0.075,-0.042,0.988,0.916,0.183,-8.667
0.082,-0.007,0.992,-0.732,0.427,-10.376
0.407,0.000,1.045,-0.671,-0.732,-8.850
0.103,0.045,1.003,-0.671,-6.714,-2.563
0.136,-0.118,0.924,-1.709,-2.991,0.793
0.261,-0.090,0.968,1.282,3.479,-1.953
0.354,-0.037,0.967,2.319,3.601,-3.601
0.414,-0.020,0.967,2.747,3.845,-4.089
0.441,0.010,0.969,2.686,3.479,-4.517
0.470,0.047,0.959,2.563,3.540,-4.822
0.455,0.054,0.962,2.869,3.296,-3.906
0.473,0.037,0.961,3.235,3.296,-2.502
0.482,0.022,0.959,3.418,3.357,-0.732
0.499,0.004,0.961,3.662,3.052,1.770
0.509,-0.017,0.958,3.723,2.563,4.272
0.496,-0.057,0.963,3.967,2.747,5.554
0.488,-0.111,0.963,3.845,3.601,5.310
0.478,-0.105,0.962,3.540,2.930,3.723
0.536,-0.003,0.940,2.075,0.061,2.075
0.588,0.078,0.943,2.747,-2.197,4.944
0.583,0.074,0.969,4.761,-1.526,12.573
0.545,0.042,0.970,4.639,-0.793,20.508
0.499,-0.021,0.964,3.296,0.061,26.794
0.436,-0.076,0.942,1.953,-1.099,29.907
0.358,-0.141,0.968,1.648,-2.136,29.724
0.306,-0.182,0.981,1.099,-1.648,26.917
0.275,-0.210,0.970,0.183,-0.244,22.095
0.178,-0.217,0.984,-1.587,-0.793,16.418
0.188,-0.152,0.989,-2.258,0.854,10.376
0.276,0.054,0.938,-2.808,-0.854,7.019
0.198,0.145,0.966,-2.319,-9.583,10.376
0.175,0.077,0.990,1.465,-7.080,18.982
0.077,-0.021,0.967,2.625,-5.249,27.649
0.073,-0.038,0.959,1.648,-2.625,30.762
0.031,-0.091,0.986,3.174,-0.671,32.349
0.010,-0.099,0.990,3.235,-2.197,32.166
-0.003,-0.112,1.001,3.174,-2.197,30.823
-0.034,-0.124,0.984,2.380,-1.404,28.625
-0.059,-0.171,0.988,1.770,-0.732,25.635
-0.102,-0.208,0.984,1.648,-0.305,21.362
-0.144,-0.172,0.948,1.770,-0.244,15.503
-0.073,-0.054,0.988,2.869,0.122,9.827
-0.046,0.102,0.946,2.319,-6.226,9.338
-0.024,0.147,0.962,4.517,-4.883,15.869
-0.045,0.088,0.994,7.446,-1.221,24.719
-0.083,-0.009,0.993,7.080,-1.526,29.724
-0.118,-0.080,1.001,5.615,-0.854,30.090
-0.105,-0.115,1.002,4.272,1.709,26.978
-0.137,-0.158,1.014,3.357,4.456,22.339
-0.108,-0.122,1.001,1.953,6.592,16.235
-0.072,-0.055,0.984,0.610,5.310,10.742
-0.066,-0.010,0.968,-0.244,3.845,9.033
-0.053,-0.011,0.975,0.793,3.113,9.888
-0.076,-0.003,0.957,1.465,0.122,10.254
-0.081,0.017,0.977,2.563,-0.732,10.376
-0.062,0.029,0.989,2.563,-1.160,10.742
-0.023,0.069,0.961,1.465,-2.441,12.634
-0.020,0.041,0.952,2.380,-1.587,15.442
-0.055,0.004,0.974,4.883,0.793,17.517
-0.065,-0.046,0.971,6.348,2.014,18.005
-0.103,-0.066,0.970,7.202,2.197,16.357
-0.085,-0.057,0.955,8.484,1.770,13.855
-0.099,-0.028,0.954,10.254,0.000,11.780
-0.111,-0.077,1.010,12.634,-0.305,11.108
-0.168,-0.107,1.033,10.803,-1.282,9.277
-0.166,-0.105,1.001,5.859,-1.099,5.615
-0.173,-0.048,1.011,4.883,0.427,2.869
-0.138,0.049,1.001,3.662,0.610,0.977
-0.067,0.136,0.968,2.563,0.977,2.441
-0.057,0.137,0.982,3.723,1.465,7.812
-0.086,0.099,0.991,4.761,1.953,14.282
-0.113,0.032,0.976,3.296,0.488,18.250
-0.174,-0.052,0.984,2.808,-0.488,19.958
-0.220,-0.122,0.990,3.357,-0.793,18.860
-0.250,-0.131,0.993,3.601,-1.099,14.832
-0.232,-0.082,0.992,3.784,-1.160,9.705
-0.227,-0.040,0.981,4.333,-0.793,6.653
-0.216,-0.031,0.998,5.859,0.000,5.615
-0.215,-0.026,1.002,6.042,0.244,5.188
-0.203,-0.003,1.000,5.188,0.793,5.066
-0.192,0.018,0.984,4.883,0.916,5.737
-0.163,0.073,0.986,4.272,0.549,7.507
-0.157,0.103,0.992,3.723,-0.366,11.169
-0.175,0.104,1.001,2.563,-1.282,16.418
-0.192,0.036,0.986,1.404,-1.587,21.423
-0.247,-0.065,0.990,1.953,-1.709,24.719
-0.279,-0.125,0.999,2.502,-2.136,23.743
-0.284,-0.150,0.986,2.197,-1.709,19.531
-0.292,-0.159,0.967,3.052,-2.319,14.526
-0.307,-0.167,0.976,4.822,-2.625,10.498
-0.297,-0.120,1.001,5.798,-3.296,6.653
-0.246,-0.042,0.996,5.310,-4.272,4.150
-0.223,0.001,0.986,4.517,-5.310,5.127
-0.222,0.009,1.000,4.700,-5.554,8.789
-0.228,-0.012,1.001,4.333,-5.737,12.268
-0.263,-0.049,1.008,3.418,-6.348,14.709
-0.282,-0.062,1.007,2.380,-6.531,15.564
-0.273,-0.051,0.997,0.488,-6.958,14.221
-0.260,-0.055,0.968,-0.305,-8.911,12.878
-0.264,-0.063,0.964,0.916,-11.169,12.207
-0.261,-0.115,0.979,3.052,-11.597,11.902
-0.270,-0.134,0.995,3.906,-11.658,9.766
-0.248,-0.103,0.990,3.540,-11.902,5.432
-0.213,-0.053,0.980,3.235,-11.475,2.014
-0.194,-0.019,0.986,3.174,-10.620,0.610
-0.193,-0.032,1.003,2.930,-9.949,0.793
-0.144,-0.003,0.992,1.648,-8.545,0.488
-0.067,0.041,0.963,0.793,-6.531,0.427
-0.055,0.048,0.964,1.526,-3.845,1.953
-0.059,0.030,0.978,2.991,-2.747,5.005
-0.052,0.038,0.964,3.662,-3.357,6.653
-0.068,0.051,0.965,4.456,-3.845,8.118
-0.081,0.002,0.968,5.615,-2.991,10.559
-0.113,-0.037,0.992,6.287,-1.404,11.597
-0.105,-0.049,1.002,5.432,1.099,10.498

-0.039,-0.033,1.003,4.211,0.366,1.648
-0.022,-0.044,1.001,2.075,3.235,-0.061
-0.020,-0.053,0.998,0.732,4.700,-1.709
-0.043,-0.046,1.003,-0.244,4.822,-3.723
0.021,-0.033,1.000,-1.953,4.883,-6.470
0.126,-0.036,0.983,-3.723,3.784,-7.568
0.091,-0.055,1.163,-4.517,3.723,-8.545
0.365,-0.050,0.971,-9.705,2.258,-12.695
0.464,0.131,0.789,-6.775,0.854,-7.446
0.065,-0.098,1.058,0.610,-6.592,2.136
0.369,-0.112,0.942,1.099,5.798,-2.502
0.323,-0.055,0.939,0.549,4.272,-6.897
0.452,-0.004,0.968,2.075,2.319,-9.705
0.448,0.057,0.988,2.808,1.770,-9.094
0.487,0.091,0.963,1.770,2.991,-6.897
0.454,0.063,0.959,1.465,2.136,-3.784
0.432,0.049,0.953,0.610,0.671,-1.099
0.400,0.025,0.938,-0.183,-0.916,1.160
0.377,-0.009,0.950,1.770,-0.732,3.784
0.353,-0.073,0.970,3.479,-0.366,5.249
0.324,-0.094,0.977,3.052,-0.427,4.517
0.317,-0.096,0.973,1.282,0.000,2.747
0.292,-0.121,0.950,0.549,-0.122,1.587
0.243,-0.159,0.962,0.977,-1.343,-0.732
0.256,-0.072,0.947,1.648,-2.258,-4.456
0.321,0.094,0.937,2.869,-3.723,-5.615
0.334,0.149,0.993,5.615,-3.296,0.427
0.295,0.114,0.984,5.554,-1.831,10.254
0.267,0.032,0.967,5.188,1.221,18.860
0.196,-0.071,0.975,5.127,2.869,23.987
0.168,-0.120,0.972,4.517,3.052,24.353
0.155,-0.175,1.000,3.906,3.784,20.691
0.137,-0.189,0.976,3.845,-0.244,15.869
0.133,-0.166,0.973,-0.061,-5.737,8.118
0.124,-0.131,0.959,-1.160,-3.845,3.052
0.148,-0.058,0.970,-0.122,-0.549,0.854
0.207,0.026,0.942,0.427,0.122,0.061
0.194,0.018,0.954,1.953,-1.160,2.869
0.127,-0.019,0.992,3.357,-0.488,6.531
0.144,-0.014,0.992,3.845,2.380,8.789
0.164,0.002,0.991,3.723,3.723,10.681
0.148,0.026,0.937,4.456,2.319,13.184
0.211,0.057,1.001,5.005,5.676,15.625
0.190,0.049,0.967,4.578,2.502,19.714
0.182,-0.002,0.986,4.028,0.854,23.071
0.128,-0.098,1.005,3.723,0.732,24.902
0.077,-0.160,0.994,2.625,2.380,23.315
0.076,-0.129,0.972,0.610,2.747,18.494
0.113,-0.016,0.957,0.610,1.526,14.832
0.148,0.054,0.960,2.686,1.343,15.564
0.142,0.073,0.959,4.211,0.549,20.325
0.104,0.033,0.964,4.639,-0.854,26.062
0.052,-0.029,0.977,4.150,-1.526,29.907
0.021,-0.059,1.014,2.808,-1.587,30.884
0.008,-0.087,0.999,-0.305,-2.197,29.785
-0.018,-0.111,0.986,-3.052,-2.502,27.893
-0.008,-0.110,0.992,-3.662,-1.343,25.513
-0.008,-0.055,0.960,-5.676,-2.563,22.156
-0.008,-0.028,0.928,-4.883,-2.502,21.240
0.007,-0.065,0.961,0.854,1.221,22.766
-0.005,-0.030,0.943,4.089,0.244,22.339
-0.011,-0.021,0.956,6.287,-1.953,21.973
-0.017,-0.013,0.997,9.583,-1.648,22.705
-0.004,0.054,0.966,8.545,-3.357,22.766
-0.013,0.064,0.959,8.240,-4.517,25.146
-0.052,0.023,0.962,9.277,-5.798,28.748
-0.102,-0.067,0.968,10.376,-5.127,31.128
-0.136,-0.117,0.991,11.353,-3.540,30.090
-0.146,-0.147,1.040,10.742,-1.587,26.367
-0.132,-0.117,1.015,7.751,-0.488,21.179
-0.100,-0.058,0.980,3.357,-2.625,17.700
-0.079,-0.003,0.970,2.686,-2.625,16.357
-0.056,0.064,0.995,3.723,-2.625,17.334
-0.050,0.099,1.000,3.967,-1.831,20.874
-0.073,0.074,0.990,3.113,-0.977,25.146
-0.104,0.017,0.986,2.930,-0.122,28.381
-0.156,-0.041,0.983,3.479,-0.549,29.053
-0.163,-0.070,0.974,4.089,-1.221,26.917
-0.200,-0.096,0.968,5.005,-1.526,23.499
-0.222,-0.098,1.018,6.042,-1.099,19.775
-0.204,-0.037,0.993,4.028,-1.038,15.320
-0.209,-0.023,0.974,3.174,-1.282,13.428
-0.228,-0.052,1.002,4.578,0.549,13.245
-0.247,-0.057,1.015,4.028,0.916,11.108
-0.260,-0.029,1.006,1.892,0.793,7.874
-0.239,0.062,0.993,0.305,0.854,5.127
-0.214,0.112,0.968,0.305,1.038,5.737
-0.235,0.085,0.970,1.953,0.305,9.216
-0.286,0.019,0.980,3.906,-0.610,12.451
-0.314,-0.024,0.981,5.066,-1.099,13.000
-0.327,-0.071,0.987,5.920,-1.404,11.780
-0.342,-0.111,1.015,6.042,-0.854,8.972
-0.321,-0.118,1.012,4.883,0.488,4.272
-0.290,-0.082,1.001,3.479,1.038,-0.488
-0.254,-0.040,0.995,2.808,1.404,-2.930
-0.236,-0.026,0.980,3.113,2.258,-3.479
-0.216,0.018,0.974,3.601,2.380,-3.540
-0.167,0.059,0.936,4.761,1.343,-2.808
-0.159,0.047,0.897,8.118,-1.526,-0.366
-0.198,-0.049,0.976,14.526,-3.906,3.296
-0.228,-0.124,1.131,15.381,-2.014,4.028
-0.201,-0.068,1.029,7.263,-2.136,-0.549
-0.130,-0.030,0.953,1.221,-1.892,-3.174
-0.143,-0.048,0.965,2.563,-2.319,-2.502
-0.160,-0.089,0.992,4.639,-3.235,-2.075
-0.171,-0.106,0.985,4.822,-3.296,-3.174
