aX,aY,aZ,gX,gY,gZ
-0.027,0.032,1.132,46.387,56.458,-55.603
-0.082,-0.028,1.274,49.133,53.101,-52.490
-0.068,-0.028,1.377,42.053,51.331,-50.537
-0.121,-0.116,1.441,38.025,46.570,-48.645
-0.168,-0.095,1.215,25.085,36.194,-45.959
-0.057,0.017,0.987,18.738,23.254,-44.861
0.019,0.015,1.112,38.208,8.911,-41.748
-0.024,-0.085,1.378,57.556,0.854,-34.729
-0.086,-0.130,1.550,54.016,8.545,-28.381
-0.282,-0.165,1.487,38.940,18.372,-24.048
-0.170,-0.210,1.611,38.757,39.246,-33.081
-0.187,-0.213,1.658,39.001,35.156,-38.635
-0.018,-0.108,1.601,36.072,33.264,-43.823
0.131,-0.083,1.605,39.978,26.794,-44.006
0.196,-0.028,1.658,46.204,9.766,-36.194
0.166,-0.064,1.688,48.950,1.770,-25.635
0.102,-0.101,1.810,45.776,6.836,-16.846
0.016,-0.187,1.903,40.955,17.029,-11.230
0.033,-0.211,1.972,31.799,22.888,-8.423
0.045,-0.192,1.980,23.437,27.893,-6.226
0.014,-0.208,1.892,16.113,31.982,-3.845
0.024,-0.168,1.831,15.808,23.437,-2.869
0.016,-0.172,1.899,27.039,11.414,-4.639
0.071,-0.197,1.949,34.973,11.597,-6.958
0.044,-0.179,1.759,25.452,14.343,-3.784
0.081,-0.125,1.544,18.005,24.658,-1.587
0.094,-0.151,1.466,23.621,32.532,0.793
0.096,-0.204,1.526,32.349,34.973,3.296
0.115,-0.274,1.642,37.109,37.415,4.456
0.120,-0.323,1.672,33.691,35.339,5.676
0.291,-0.265,1.554,24.048,28.259,7.080
-0.035,-0.312,1.422,14.099,19.165,6.836
0.328,-0.172,1.384,7.690,25.757,2.686
0.075,-0.245,1.286,16.174,-9.155,12.695
0.183,-0.212,1.252,17.029,-5.493,13.367
-0.421,-1.728,4.000,-64.575,-18.982,10.681
-0.590,1.547,1.605,-322.327,-35.156,42.053
0.073,-0.401,0.910,-51.941,-13.916,-9.399
-0.180,0.275,0.815,-2.197,-19.714,-19.836
-0.044,0.164,1.056,-16.968,6.287,-4.639
-0.187,-0.105,1.060,9.094,7.568,-4.272
-0.048,-0.067,0.869,-3.296,4.150,-0.244
0.010,-0.127,1.046,-2.441,5.310,3.235
0.031,-0.144,0.954,-5.798,3.113,5.554
0.056,-0.139,0.956,-11.292,0.977,6.592
0.064,-0.142,1.003,-10.071,0.977,6.104
0.075,-0.106,0.991,-10.559,-0.732,4.700
0.041,-0.072,0.997,-10.925,-2.258,4.211
0.014,-0.021,0.965,-11.719,-2.930,5.310
0.007,0.008,0.937,-10.132,-1.465,6.714
0.007,0.008,0.956,-5.310,1.404,7.874
0.005,0.003,0.957,-0.977,3.662,8.484
0.017,-0.004,0.959,2.075,5.127,8.972
0.017,-0.021,0.983,4.822,5.920,9.705
0.037,-0.037,0.979,6.836,5.371,10.193
0.043,-0.051,0.985,7.568,4.944,10.132
0.039,-0.066,0.979,7.568,3.906,10.193
0.058,-0.064,0.986,5.371,3.784,9.644
0.055,-0.042,0.963,2.808,2.930,9.094
0.050,-0.025,0.967,1.892,1.953,8.911
0.026,-0.009,0.969,2.747,0.793,8.545
0.015,-0.002,0.966,4.089,0.549,7.751
0.022,-0.010,0.970,5.981,1.099,6.409
0.017,-0.026,0.976,8.301,1.038,5.493
0.018,-0.042,0.979,9.583,1.038,4.761
0.018,-0.061,0.986,10.254,0.916,4.333
0.017,-0.068,0.982,9.766,0.366,3.967
0.019,-0.067,0.981,8.362,-0.122,3.906
0.019,-0.061,0.983,7.019,-0.427,3.906
0.024,-0.050,0.981,5.737,-0.427,3.662
0.022,-0.036,0.981,4.700,-0.549,3.357
0.030,-0.029,0.972,4.333,-1.343,3.052
0.034,-0.027,0.972,4.578,-1.465,2.991
0.041,-0.032,0.971,5.127,-1.831,3.174
0.037,-0.042,0.974,5.493,-2.319,3.418
0.035,-0.040,0.972,4.944,-2.136,3.174

-0.144,-0.000,0.677,-7.568,-11.108,-6.714
-0.179,-0.005,0.639,-11.414,-11.230,-7.263
-0.201,-0.007,0.590,-13.245,-12.756,-8.789
-0.140,0.051,0.527,-11.414,-14.893,-8.728
-0.182,0.025,0.476,2.319,-16.357,-5.981
-0.251,-0.036,0.471,18.677,-18.127,-6.409
0.045,0.128,0.339,19.836,-17.151,0.122
-0.186,-0.150,0.696,33.997,-27.649,10.803
-0.205,-0.076,0.653,11.230,-14.038,9.094
-0.199,-0.018,0.508,-14.343,3.479,7.935
-0.211,-0.010,0.449,-19.714,13.000,7.507
-0.243,-0.010,0.421,-22.156,20.447,6.287
-0.290,-0.017,0.403,-24.719,24.902,4.333
-0.315,-0.020,0.377,-27.161,27.405,0.244
-0.297,-0.007,0.344,-28.442,24.414,-5.920
-0.300,-0.011,0.296,-27.771,14.709,-13.245
-0.291,0.002,0.278,-25.696,2.502,-20.874
-0.235,0.004,0.321,-21.179,-9.338,-29.602
-0.152,-0.005,0.361,-16.907,-22.278,-35.889
-0.098,-0.000,0.342,-17.517,-36.316,-36.682
-0.063,0.033,0.289,-20.996,-45.471,-35.034
-0.006,0.083,0.235,-21.790,-47.363,-33.569
0.018,0.098,0.218,-18.250,-46.448,-31.128
-0.047,0.088,0.244,-13.611,-43.335,-28.076
-0.104,0.087,0.271,-11.230,-36.682,-27.283
-0.160,0.072,0.316,-8.789,-31.311,-29.602
-0.194,0.064,0.316,-7.935,-29.114,-32.471
-0.202,0.095,0.265,-11.230,-26.306,-34.973
-0.163,0.119,0.215,-11.902,-20.325,-37.170
-0.110,0.134,0.245,-7.690,-13.184,-38.879
-0.091,0.087,0.295,-1.160,-7.324,-37.292
-0.073,0.092,0.285,-1.831,-0.610,-33.386
-0.056,0.102,0.312,-2.319,10.071,-28.931
-0.060,0.080,0.426,2.014,23.193,-24.597
-0.019,0.062,0.520,2.686,35.706,-20.264
-0.046,0.082,0.557,-2.747,44.922,-15.137
-0.158,0.054,0.467,-9.583,52.307,-10.986
-0.303,0.041,0.326,-13.550,55.237,-11.597
-0.350,0.041,0.302,-6.531,54.810,-19.531
-0.243,0.034,0.398,7.874,55.298,-31.311
-0.113,0.044,0.550,18.188,57.251,-39.368
-0.016,0.034,0.625,19.348,63.965,-41.382
0.066,0.077,0.608,14.648,75.989,-38.757
0.084,0.073,0.622,13.550,85.876,-33.264
0.093,0.046,0.698,17.090,90.393,-27.222
0.115,0.039,0.787,19.470,86.792,-22.156
0.016,0.002,0.895,21.851,76.111,-17.883
-0.097,-0.076,0.946,25.208,71.289,-19.287
-0.136,-0.108,0.961,22.034,62.866,-24.048
-0.121,-0.082,0.848,15.015,45.776,-31.189
-0.002,0.005,0.786,14.587,36.255,-39.246
0.112,0.034,0.922,26.428,33.569,-44.128
0.149,0.001,1.110,35.461,31.250,-41.809
0.118,0.001,1.221,31.494,37.537,-36.316
0.028,-0.032,1.306,22.888,52.063,-29.968
-0.078,-0.114,1.375,15.869,59.509,-24.902
-0.151,-0.124,1.308,5.737,53.467,-23.193
0.331,-0.184,1.722,-1.648,24.841,-23.254
-0.443,0.079,0.646,-21.790,-39.734,-17.395
0.307,0.276,0.851,23.499,30.396,-50.415
0.209,-0.090,1.461,81.970,13.916,-42.847
-0.002,-0.062,1.705,73.181,-10.864,-19.836
-0.085,-0.053,1.787,53.162,8.789,-11.658
-0.125,-0.122,1.944,50.232,32.288,-10.010
-0.200,-0.122,2.004,41.382,33.203,-8.789
-0.214,-0.203,2.200,38.330,31.982,-14.465
-0.036,-0.127,2.237,35.583,36.316,-24.780
0.042,-0.061,2.109,19.409,27.527,-23.987
0.031,-0.027,1.994,8.911,13.245,-15.930
0.052,-0.022,1.979,10.437,14.954,-10.803
0.090,-0.027,1.915,10.071,10.986,-3.052
-0.054,0.026,1.710,10.437,2.197,4.333
0.023,0.046,1.536,21.851,7.935,6.042
-0.026,0.067,1.419,35.645,3.906,11.353
-0.025,0.000,1.431,51.086,10.132,16.052
-0.078,-0.129,1.541,65.552,17.212,18.616
-0.034,-0.177,1.715,69.641,15.320,18.005
-0.169,-0.261,1.709,63.538,3.601,18.799
-0.217,-0.276,1.640,52.002,-3.113,11.353
-0.134,-0.279,1.680,43.823,-4.700,-0.305
-0.071,-0.207,1.552,25.452,-0.488,-5.676
-0.099,-0.156,1.302,2.747,11.597,-6.348
-0.011,-0.059,1.095,-11.902,33.325,-7.385
0.254,0.109,1.069,-5.127,39.001,-5.127
-0.071,-0.119,1.094,26.428,3.235,3.357
-0.234,0.253,1.512,50.964,-19.226,-5.493
-0.705,-1.523,4.000,112.610,-80.200,-34.973
2.027,1.660,1.152,-130.554,14.282,-27.344
-0.657,0.175,0.125,-72.449,-173.584,56.580
-1.331,-0.431,-0.312,-16.296,-158.875,89.050
-0.427,0.243,-0.314,-58.899,27.893,19.409
-0.333,-0.037,0.320,21.179,43.213,-1.709
-0.390,-0.220,1.261,87.830,-18.127,-3.113
-0.034,-0.312,1.904,67.627,28.931,-8.484
0.080,-0.062,1.081,-13.000,73.486,-11.719
-0.011,0.109,0.545,-44.189,56.885,0.183
-0.037,-0.088,0.864,-2.930,65.369,3.052
-0.056,-0.240,1.309,11.230,79.773,7.446
-0.025,-0.141,1.126,-17.334,80.322,8.362
-0.002,-0.113,1.059,-22.888,65.796,5.737
0.042,-0.154,1.106,-7.996,44.861,2.930
0.075,-0.093,0.977,-7.263,26.672,4.395
0.065,-0.106,0.989,-4.150,15.320,7.446
0.018,-0.133,0.998,0.427,9.766,9.155
0.039,-0.117,0.965,-0.305,8.911,9.766
-0.013,-0.155,0.990,1.038,7.568,11.108
0.010,-0.123,0.980,1.160,6.897,11.169
0.006,-0.113,0.973,0.610,6.470,12.085
-0.004,-0.096,0.993,-1.343,7.141,12.878
0.036,-0.057,0.979,-1.831,6.836,11.108
0.040,-0.064,0.977,0.122,5.249,9.094
0.034,-0.055,0.978,1.160,2.991,7.446
0.032,-0.045,0.985,1.221,1.953,5.981
0.031,-0.036,0.980,1.648,1.038,4.639
0.021,-0.041,0.971,2.563,0.610,3.845
0.019,-0.048,0.966,3.357,1.160,3.967
0.012,-0.047,0.980,3.662,1.526,4.639
0.016,-0.048,0.978,4.150,0.671,5.310
0.022,-0.051,0.978,4.944,0.122,5.371

-0.112,-0.036,0.712,-16.968,-15.320,-1.038
-0.104,-0.039,0.652,-30.945,-10.681,-0.488
-0.077,-0.009,0.539,-45.410,-6.348,-0.427
-0.030,0.078,0.316,-53.101,-3.113,0.305
-0.058,0.140,0.088,-45.776,-4.761,0.793
0.012,0.222,-0.367,-25.024,-5.249,2.319
-0.004,0.010,-0.206,32.654,-5.066,-0.061
0.041,-0.080,0.061,62.622,-4.822,-3.723
0.083,-0.156,0.405,54.626,-11.902,-6.531
0.099,-0.157,0.480,21.912,-22.522,-8.179
0.127,-0.106,0.278,-14.526,-27.283,-11.047
0.152,-0.075,0.032,-36.011,-27.283,-14.709
0.186,-0.032,-0.147,-44.006,-26.123,-18.005
0.176,-0.036,-0.241,-41.565,-25.635,-20.020
0.181,-0.036,-0.352,-36.255,-26.550,-20.386
0.155,0.001,-0.396,-27.222,-32.227,-17.944
0.098,-0.020,-0.321,-12.451,-37.781,-15.808
0.068,-0.034,-0.221,-0.671,-41.016,-14.648
0.049,-0.025,-0.084,4.944,-47.974,-15.259
0.050,-0.032,0.050,5.920,-52.307,-17.212
0.086,-0.020,0.121,-0.183,-51.025,-19.592
0.062,-0.014,0.078,-12.268,-45.959,-19.470
0.046,0.023,-0.095,-26.917,-33.264,-18.738
0.036,0.115,-0.304,-37.476,-8.118,-20.386
0.065,0.193,-0.351,-34.119,23.926,-21.057
0.001,0.192,-0.065,-16.968,52.856,-18.860
-0.224,0.018,0.206,-5.493,76.233,-15.137
-0.505,-0.057,0.190,-18.188,87.769,-15.930
-0.614,-0.055,0.007,-32.593,90.332,-27.466
-0.500,-0.006,-0.029,-25.696,87.463,-46.875
-0.298,0.037,0.021,-7.507,80.811,-62.988
-0.126,0.153,0.143,4.883,79.041,-69.092
-0.074,0.196,0.396,18.311,87.769,-65.918
-0.108,0.200,0.641,26.733,105.103,-59.692
-0.178,0.185,0.762,25.513,123.535,-55.054
-0.249,0.167,0.859,23.376,130.615,-54.626
-0.428,0.037,0.860,27.771,115.540,-58.838
-0.451,0.054,0.759,32.776,85.754,-70.862
-0.287,0.104,0.859,53.711,56.641,-85.693
-0.214,0.036,1.259,83.313,38.940,-90.515
-0.209,-0.029,1.486,85.327,42.969,-86.548
-0.245,0.033,1.493,62.317,69.702,-80.200
-0.189,0.035,1.543,47.668,107.666,-78.491
-0.054,0.024,1.709,46.143,132.996,-82.092
0.182,0.068,1.854,46.875,130.310,-85.693
0.351,0.168,1.959,44.922,102.600,-83.618
0.548,0.215,2.230,45.593,61.890,-71.716
0.344,0.301,1.853,36.804,21.912,-53.162
0.336,0.339,1.780,48.157,15.381,-48.645
0.287,0.345,1.754,62.256,-20.020,-32.410
0.349,0.311,1.806,75.012,-28.381,-20.691
0.189,0.196,1.920,74.585,-42.114,-1.587
0.042,0.023,1.989,69.519,-36.560,10.376
-0.006,0.029,1.949,56.519,-19.287,14.526
-0.119,0.001,1.830,39.124,-15.381,19.531
-0.165,-0.033,1.844,39.673,-3.601,18.127
-0.074,-0.051,1.953,43.579,4.211,13.428
-0.152,0.003,1.912,43.701,0.427,8.423
-0.005,0.032,1.928,50.537,5.493,0.366
0.016,0.040,1.876,54.810,3.784,-0.916
0.049,0.034,1.873,51.025,9.155,1.770
0.028,-0.051,1.935,52.002,23.132,2.502
0.097,-0.117,1.988,50.232,36.865,0.244
0.309,-0.095,2.087,43.335,40.527,-2.686
0.251,-0.115,1.958,29.846,32.166,2.014
0.227,-0.088,1.590,9.399,27.710,5.249
0.131,-0.056,1.337,3.296,23.132,4.944
0.161,-0.000,1.342,16.357,19.592,6.165
0.072,-0.079,1.431,36.438,-0.366,14.771
-0.000,-0.113,1.436,38.879,2.991,18.127
0.105,-0.066,1.365,30.273,25.452,17.456
0.063,-0.109,1.294,31.982,23.254,20.142
0.020,-0.144,1.186,34.302,15.381,24.231
0.117,-0.408,2.014,39.429,6.348,23.499
-0.581,0.804,3.989,-66.589,-93.262,14.771
0.842,1.006,-0.371,-174.622,-67.566,21.240
-0.606,0.024,-0.093,16.052,-15.808,-4.883
-0.927,-0.581,2.027,35.278,19.409,43.579
-0.243,-0.115,1.356,-9.216,53.650,-3.662
0.113,0.034,0.379,-27.893,1.648,-15.686
0.098,-0.058,1.074,-1.038,6.775,-12.817
-0.010,-0.143,1.157,5.554,0.488,-4.578
0.019,-0.038,0.805,-13.062,-0.366,-3.235
0.036,-0.088,1.031,-7.874,-1.587,-1.404
0.037,-0.081,1.008,-2.441,-1.465,-0.793
0.048,-0.051,0.922,-5.554,-1.526,0.488
0.036,-0.063,1.007,-0.854,-0.732,2.014
0.032,-0.045,0.961,0.671,0.427,3.174
0.036,-0.053,0.984,1.282,1.282,4.333
0.039,-0.055,0.986,2.930,1.648,5.127
0.054,-0.049,0.972,2.991,1.282,5.798
0.052,-0.059,0.989,3.479,0.732,6.897
0.045,-0.041,0.983,2.197,0.427,7.935
0.041,-0.031,0.970,1.892,0.061,8.789
0.038,-0.027,0.965,2.686,0.061,10.132
0.035,-0.023,0.969,3.662,0.000,11.047
0.042,-0.028,0.983,4.883,0.305,10.864
0.025,-0.035,0.965,5.554,0.183,10.315
0.025,-0.036,0.973,5.554,-0.183,9.216
0.028,-0.022,0.963,5.676,-0.488,7.751
-0.005,-0.054,0.991,6.958,-0.977,7.141
0.030,-0.022,0.963,6.592,-1.465,4.944
0.026,-0.038,0.975,7.080,-0.793,4.395
0.008,-0.047,0.986,7.874,-2.075,4.639
0.021,-0.034,0.972,6.409,-1.648,4.517
0.013,-0.043,0.984,6.836,-1.892,4.761
0.015,-0.041,0.979,6.836,-1.526,4.639
0.016,-0.054,0.983,7.507,-0.977,4.333
0.018,-0.058,0.981,7.324,-0.732,4.272
0.024,-0.052,0.980,6.348,-0.549,4.333
0.029,-0.046,0.974,5.554,-0.427,4.028
0.034,-0.042,0.978,5.371,-0.488,3.723
0.035,-0.045,0.977,5.798,-0.854,3.418
0.035,-0.058,0.978,5.920,-1.526,3.174
0.040,-0.052,0.981,4.639,-1.587,3.601
0.047,-0.039,0.967,3.113,-1.160,3.723
0.042,-0.041,0.973,3.601,-1.404,3.174
0.036,-0.042,0.975,4.089,-1.587,2.502
0.033,-0.038,0.975,4.639,-1.892,2.136

-0.249,0.048,0.850,-8.606,9.644,1.892
-0.242,0.019,0.844,-8.606,8.606,2.563
-0.258,-0.038,0.828,-10.803,6.226,3.296
-0.261,-0.046,0.748,-18.799,4.089,2.380
-0.142,-0.096,0.824,-24.231,3.418,0.793
-0.080,0.028,0.458,-24.414,2.136,0.793
0.045,0.025,-0.082,-3.723,1.953,-3.540
0.039,-0.379,0.204,44.983,-8.728,-11.475
0.125,-0.396,0.416,38.574,-36.682,-19.287
0.294,-0.207,0.096,-7.629,-57.617,-28.259
0.456,-0.139,-0.263,-31.067,-62.866,-35.645
0.612,-0.041,-0.558,-39.978,-58.716,-38.757
0.703,-0.007,-0.679,-41.382,-57.068,-37.231
0.723,-0.104,-0.699,-37.598,-61.401,-34.119
0.724,-0.198,-0.805,-46.143,-68.848,-32.471
0.706,-0.196,-1.137,-68.359,-70.984,-30.579
0.635,-0.062,-1.536,-91.614,-61.401,-26.367
0.598,0.059,-1.825,-99.609,-34.119,-24.353
0.505,0.105,-1.944,-91.003,-5.676,-22.461
0.376,0.078,-1.907,-75.378,13.855,-19.897
0.199,0.011,-1.782,-61.340,24.536,-20.203
0.074,-0.016,-1.598,-51.453,35.156,-25.574
-0.034,-0.110,-1.473,-43.640,48.340,-33.325
-0.176,-0.093,-1.285,-38.635,65.308,-45.105
-0.152,-0.176,-1.091,-27.405,80.994,-59.326
-0.091,-0.142,-1.021,-20.386,83.252,-70.374
-0.085,-0.018,-0.796,-10.681,84.473,-74.768
0.033,-0.001,-0.262,10.376,121.277,-79.529
0.227,-0.010,0.234,23.804,175.171,-83.679
0.033,-0.070,0.308,25.452,197.754,-81.421
0.098,0.031,0.568,47.424,179.321,-86.609
0.158,0.031,1.179,91.858,138.916,-90.515
0.113,-0.054,1.996,126.404,106.567,-88.684
0.099,-0.144,2.517,127.319,116.882,-86.243
-0.100,0.148,2.593,89.600,149.536,-88.623
-0.182,-0.051,3.123,84.717,209.106,-101.868
-0.032,-0.087,3.447,86.548,239.319,-122.803
0.383,0.106,3.568,73.303,227.600,-146.423
0.730,0.262,3.663,74.158,193.481,-158.020
1.198,0.500,3.399,72.021,167.419,-152.710
1.431,0.739,3.183,80.383,128.357,-131.226
1.337,0.740,2.968,98.816,93.323,-98.999
1.404,0.516,3.095,112.305,64.575,-58.960
0.622,0.345,3.041,107.666,8.423,-14.343
0.625,0.221,3.006,107.605,26.184,-4.272
0.351,0.079,2.874,97.290,8.118,10.071
0.274,0.135,2.458,76.660,-10.254,18.982
0.612,0.029,2.456,79.468,-14.954,20.752
0.057,0.003,2.166,73.181,-55.969,34.363
-0.044,0.006,1.926,63.477,-59.753,37.781
-0.160,-0.120,1.663,60.608,-50.537,36.987
-0.341,-0.217,1.617,68.909,-38.757,25.085
-0.348,-0.341,1.740,80.078,-18.311,7.446
-0.131,-0.360,1.888,77.026,-5.005,-10.925
0.189,-0.187,1.901,55.786,-4.272,-21.118
0.423,-0.086,1.689,33.508,-2.136,-18.433
0.432,-0.000,1.348,13.733,-1.404,-6.836
0.373,0.066,1.225,12.329,6.042,6.287
0.522,0.020,1.425,35.461,0.610,19.104
0.024,-0.229,1.582,57.983,-40.100,37.537
-0.020,-0.220,1.445,41.626,-50.720,39.917
-0.027,-0.140,1.317,23.743,-27.588,29.724
-0.011,-0.132,1.309,28.931,-32.410,21.362
-0.004,-0.123,1.339,28.564,-34.241,16.785
0.013,-0.146,1.318,23.743,-29.236,12.573
0.049,-0.111,1.234,16.357,-25.574,8.545
0.049,-0.101,1.144,11.719,-27.222,8.118
0.043,-0.102,1.064,11.230,-31.494,10.559
0.058,-0.075,1.078,12.146,-29.602,13.123
0.096,-0.819,3.378,18.555,-43.396,18.066
-0.249,0.578,1.284,-69.641,-105.774,27.893
0.012,0.054,1.441,-66.772,-62.012,15.991
-0.257,0.020,0.791,-25.208,-30.029,6.775
-0.122,-0.069,1.151,-27.344,-28.259,12.268
-0.058,0.079,1.033,-27.771,-22.644,11.353
-0.016,-0.062,1.010,-18.616,-18.982,6.714
0.006,-0.056,0.934,-17.761,-20.325,4.272
-0.023,-0.044,1.042,-21.912,-18.677,2.625
0.007,-0.070,0.984,-21.484,-7.324,-2.930
0.053,-0.074,0.990,-16.907,-3.723,-8.484
0.077,-0.063,0.967,-13.550,-3.723,-10.620
0.077,-0.091,0.974,-8.789,-2.197,-10.986
0.055,-0.115,0.978,-6.042,-2.136,-8.118
0.047,-0.123,0.979,-6.226,-2.502,-4.150
0.030,-0.129,0.987,-6.348,-2.380,-0.610
0.029,-0.116,0.998,-8.362,-1.038,3.174
0.031,-0.077,0.977,-11.597,0.732,6.958
0.026,-0.059,0.979,-11.292,2.808,8.789
0.030,-0.045,0.966,-10.071,3.845,9.888
0.030,-0.026,0.963,-8.179,5.310,10.864
0.027,-0.015,0.971,-5.127,6.104,10.986
0.029,-0.004,0.973,-3.296,5.371,10.803
0.027,0.010,0.961,-1.526,4.517,10.193
0.015,0.004,0.964,1.404,3.479,8.301
0.010,-0.012,0.967,4.089,2.075,6.348
0.020,-0.030,0.968,6.653,1.404,4.456
0.025,-0.053,0.983,9.216,1.160,2.625
0.023,-0.064,0.993,9.033,0.610,2.075
0.021,-0.063,0.994,6.897,-0.122,2.075
0.015,-0.055,0.988,5.005,-0.977,2.014
0.015,-0.046,0.979,3.540,-1.465,1.953
0.019,-0.043,0.977,2.991,-1.587,1.831
0.018,-0.037,0.970,2.991,-1.587,1.465
0.022,-0.038,0.973,3.601,-1.526,1.343
0.021,-0.042,0.980,4.150,-1.587,1.160
0.021,-0.041,0.976,4.456,-1.892,1.099
0.023,-0.036,0.975,4.395,-1.892,1.099
0.026,-0.042,0.979,4.578,-1.770,1.221
0.024,-0.039,0.973,4.761,-1.648,1.099
0.023,-0.043,0.972,5.249,-1.465,1.038
0.026,-0.049,0.978,5.798,-1.282,1.465
0.029,-0.051,0.978,5.676,-0.916,1.770
0.030,-0.051,0.978,5.310,-0.916,1.953
0.030,-0.051,0.979,4.822,-0.732,2.136
0.031,-0.049,0.978,4.333,-0.671,2.136
0.031,-0.045,0.977,3.906,-0.488,2.380
0.030,-0.044,0.979,4.028,-0.488,2.686
0.025,-0.042,0.976,3.967,-0.366,2.930
0.021,-0.042,0.974,4.150,-0.244,2.991

-0.096,-0.016,0.966,16.724,14.832,7.080
-0.033,0.004,0.898,12.207,9.766,6.226
0.036,-0.022,0.867,12.085,2.319,8.545
0.032,-0.101,0.863,10.925,-6.165,12.878
0.090,-0.077,0.806,0.916,-12.451,15.564
0.186,-0.012,0.804,-10.254,-20.630,18.127
0.211,0.018,0.844,-16.357,-34.180,22.217
0.155,-0.052,0.811,-21.729,-48.157,28.625
0.033,0.040,0.637,-31.555,-52.551,37.903
-0.378,0.048,-0.152,-32.043,-41.992,37.964
0.446,0.107,-0.060,9.521,-18.494,23.804
0.044,-0.194,0.465,50.781,-29.968,39.185
-0.111,-0.271,0.908,50.903,-37.292,37.048
-0.206,-0.294,0.781,8.667,-15.869,33.386
-0.093,-0.198,0.415,-25.879,-1.343,23.560
-0.013,-0.120,-0.001,-40.161,-5.432,14.893
-0.033,-0.078,-0.235,-35.889,-22.766,10.315
0.079,0.012,-0.315,-21.606,-35.217,7.202
0.196,0.077,-0.153,-4.028,-40.833,7.263
0.025,-0.012,-0.057,6.409,-40.955,15.808
-0.111,0.002,-0.073,0.488,-30.273,20.630
-0.131,0.061,-0.117,-7.935,-4.272,18.311
-0.205,0.012,-0.062,-4.761,15.442,18.494
-0.250,0.043,0.029,-0.244,21.118,19.470
-0.195,0.025,0.315,4.761,17.639,20.874
-0.558,-0.275,0.296,5.188,11.292,15.808
-0.454,-0.067,-0.164,-17.273,24.902,-3.418
-0.036,0.198,-0.308,-13.184,46.387,-17.639
0.171,0.222,0.130,30.029,56.091,-14.404
0.141,0.055,0.636,62.073,66.895,-2.319
0.074,-0.006,0.919,51.025,73.730,11.353
-0.096,-0.099,1.118,30.151,73.914,20.081
-0.419,-0.181,1.016,4.883,70.496,23.010
-0.984,-0.257,0.628,-25.757,57.007,14.465
-0.971,-0.138,0.349,-32.227,41.443,-14.832
-0.414,0.087,0.351,-9.094,38.452,-49.683
-0.028,0.185,0.553,18.433,28.748,-61.951
0.103,0.218,0.557,22.888,17.883,-50.110
0.079,0.209,0.557,19.470,21.790,-32.410
0.147,0.181,0.733,25.269,45.288,-21.423
0.184,0.105,0.970,28.503,70.068,-10.742
-0.187,-0.097,0.983,20.691,72.815,0.549
-0.388,-0.119,0.808,10.681,45.593,-3.479
-0.288,-0.120,1.015,29.663,1.526,-23.254
-0.148,-0.176,1.271,50.720,-32.715,-37.842
-0.032,-0.039,1.156,33.813,-43.823,-42.542
0.010,0.040,0.810,8.789,-31.616,-40.588
0.025,0.218,0.630,2.197,-7.629,-39.001
0.051,0.149,0.763,18.127,17.883,-32.898
-0.119,0.010,0.944,30.029,30.640,-19.775
-0.462,-0.082,0.772,23.560,20.081,-13.123
-0.294,0.030,0.862,26.917,-4.822,-24.902
-0.136,-0.073,1.363,57.190,-26.184,-33.569
-0.031,-0.100,1.557,50.293,-27.222,-30.151
0.019,0.008,1.288,10.681,-11.658,-19.958
0.012,0.136,1.020,-11.047,6.531,-7.385
-0.017,0.052,1.053,-3.235,14.954,6.348
-0.142,0.002,1.015,5.859,1.099,19.348
-0.229,-0.070,1.236,14.771,-12.085,22.461
-0.354,-0.159,1.336,15.747,-14.771,22.095
-0.263,-0.078,1.272,3.357,-8.118,14.648
-0.218,-0.113,1.296,3.418,-0.427,7.751
-0.144,-0.162,1.330,6.958,1.099,0.916
-0.173,-0.148,1.322,5.676,-3.662,-5.554
-0.144,-0.136,1.375,7.324,-6.592,-13.184
-0.136,-0.136,1.339,6.165,-14.038,-19.287
0.047,-0.030,1.197,-3.906,-12.878,-22.827
0.197,0.044,1.095,-7.874,-3.479,-19.409
0.284,0.040,1.152,-2.014,5.798,-10.132
0.235,-0.000,1.210,4.944,5.188,1.465
0.200,0.010,1.195,6.775,-5.798,13.123
0.069,-0.099,1.320,19.836,-21.790,24.536
-0.028,-0.143,1.384,26.550,-33.386,31.067
-0.051,-0.176,1.506,23.071,-30.884,32.532
-0.115,-0.235,1.506,20.447,-25.024,29.968
-0.115,-0.113,1.397,9.033,-20.630,22.705
-0.113,-0.112,1.312,4.578,-9.583,20.020
-0.107,-0.083,1.187,2.991,-0.366,18.188
-0.118,-0.049,1.058,1.831,1.221,14.648
-0.100,-0.075,1.125,11.353,7.019,11.169
-0.044,-0.205,1.360,23.804,13.611,9.277
-0.024,-0.254,1.409,22.644,10.620,7.385
-0.001,-0.190,1.285,9.460,-0.977,5.371
-0.040,-0.184,1.232,8.728,-10.498,7.141
-0.088,-0.167,1.216,14.526,-16.785,8.484
-0.110,-0.142,1.350,22.522,-22.644,8.240
-0.097,-0.194,1.543,33.691,-23.437,8.179
0.031,-0.107,1.647,31.006,-16.602,6.714
-0.008,-0.211,1.779,25.513,-7.751,8.423
-0.076,-0.191,1.652,16.174,2.075,6.592
-0.080,-0.107,1.544,8.057,0.488,2.869
-0.138,-0.196,1.640,13.489,-4.272,3.601
-0.113,-0.145,1.555,7.874,-5.493,1.465
-0.120,-0.096,1.428,-0.122,-2.686,0.061
-0.099,-0.058,1.320,0.793,4.883,-0.732
