aX,aY,aZ,gX,gY,gZ
-0.036,-0.074,1.345,4.395,7.385,0.122
0.043,-0.049,1.532,8.606,6.592,4.395
0.053,-0.138,1.745,14.526,9.033,9.094
0.019,-0.053,1.616,0.732,0.610,14.709
-0.071,-0.052,1.567,-4.456,-4.639,19.958
-0.190,-0.011,1.470,-4.944,-10.925,21.301
-0.237,-0.031,1.472,-7.690,-12.512,20.081
-0.156,-0.006,1.427,-10.071,-0.977,17.639
-0.120,0.007,1.443,-13.367,11.963,16.907
-0.101,-0.084,1.721,-3.052,16.724,17.456
-0.125,-0.140,1.759,-2.930,19.714,17.639
-0.170,-0.100,1.479,-22.644,23.132,18.738
-0.227,-0.068,1.295,-30.151,23.071,19.897
-0.224,-0.125,1.358,-18.494,20.935,18.860
-0.211,-0.137,1.432,-11.719,15.747,17.639
-0.198,-0.166,1.412,-12.512,15.198,16.174
-0.175,-0.128,1.254,-18.066,12.268,14.221
-0.152,-0.119,1.208,-20.386,4.211,12.146
-0.127,-0.145,1.168,-16.541,-1.709,11.169
-0.091,-0.096,1.039,-18.921,-6.470,10.864
-0.077,-0.091,0.947,-17.212,-8.057,11.597
-0.085,-0.094,0.985,-11.230,-8.118,12.695
-0.105,-0.168,1.143,-2.197,-6.226,12.817
-0.098,-0.172,1.133,-4.028,-2.625,10.986

-0.187,-0.026,0.834,-16.968,5.188,2.991
-0.097,0.033,0.695,-25.208,1.953,4.822
-0.057,0.017,0.542,-26.367,-0.061,7.874
-0.105,0.073,0.669,-13.733,-3.174,6.897
-0.296,0.089,0.188,-2.319,-3.235,6.470
-0.182,-0.023,0.510,9.216,0.122,-0.732
-0.214,0.079,0.354,13.428,-1.099,-4.272
-0.230,-0.191,0.608,27.222,-11.108,-9.155
-0.229,-0.156,0.720,17.944,-16.785,-15.625
-0.188,-0.120,0.615,-5.188,-21.667,-22.888
-0.158,-0.160,0.526,-14.648,-30.029,-30.090
-0.132,-0.139,0.418,-22.827,-40.405,-36.560
-0.005,-0.116,0.279,-30.762,-46.936,-42.664
0.094,-0.063,0.056,-36.926,-49.927,-45.776
0.102,-0.013,-0.182,-40.955,-46.997,-45.410
-0.002,-0.048,-0.260,-36.804,-37.415,-43.335
-0.030,0.025,-0.311,-32.471,-19.165,-43.457
0.093,0.038,-0.150,-18.372,3.174,-46.753
0.127,-0.042,0.140,-5.859,20.874,-48.157
0.089,-0.092,0.198,-16.052,29.602,-46.570
0.072,-0.106,-0.049,-37.903,32.776,-41.992
0.169,0.021,-0.347,-48.035,26.428,-34.668
0.343,0.097,-0.381,-32.410,9.399,-25.879
0.106,-0.039,-0.264,-7.812,-8.667,-13.428
-0.605,-0.204,-0.218,-1.709,-16.113,-8.545
-0.547,-0.173,-0.186,-0.977,5.310,-29.968
-0.203,-0.097,-0.022,9.644,33.569,-53.589
0.034,-0.044,0.215,15.686,51.331,-61.279
0.030,-0.068,0.331,8.545,65.369,-57.617
0.069,-0.028,0.243,-6.226,79.895,-52.368
0.241,0.016,0.377,-10.620,88.623,-51.270
-0.033,-0.232,0.467,-2.563,94.055,-48.218
-0.254,-0.037,-0.059,-17.151,93.384,-51.270
-0.111,0.117,-0.203,-0.305,77.209,-64.331
-0.114,0.010,0.140,52.490,59.204,-70.374
-0.005,-0.009,0.528,77.698,54.565,-73.547
-0.020,-0.085,0.955,82.336,55.420,-72.083
-0.022,-0.121,1.161,69.946,64.209,-68.726
0.074,0.004,0.951,39.246,72.266,-65.369
0.216,0.146,0.773,21.606,68.176,-59.143
0.335,0.266,0.699,26.245,58.289,-50.720
-0.045,0.152,0.531,33.752,49.316,-42.786
-0.206,0.241,0.474,47.058,32.776,-47.913
-0.235,0.066,1.091,88.196,13.855,-60.974
-0.134,-0.052,1.576,101.501,14.160,-67.383
-0.046,0.037,1.583,66.162,32.898,-67.261
0.040,0.186,1.259,34.851,48.767,-63.599
0.214,0.351,1.178,27.771,47.363,-58.960
0.189,0.312,1.295,47.180,33.875,-49.622
0.126,0.314,1.419,59.814,18.738,-39.917
0.116,0.327,1.534,59.448,-6.409,-30.701
0.049,0.286,1.689,61.157,-25.879,-22.156
0.011,0.276,1.858,55.542,-33.325,-16.357
-0.080,0.189,1.959,45.837,-33.691,-11.719
-0.054,0.276,1.787,26.733,-33.997,-9.277
-0.007,0.354,1.575,16.479,-32.654,-6.775
-0.001,0.380,1.416,19.531,-27.466,-1.953
0.010,0.355,1.389,29.175,-22.705,6.165
-0.110,0.167,1.605,43.945,-18.921,14.709
-0.177,0.051,1.785,50.354,-18.005,17.212
-0.191,-0.025,2.022,46.265,-24.475,15.503
-0.147,-0.075,2.072,37.231,-24.597,13.245
-0.067,0.044,1.763,16.602,-25.940,12.207
-0.005,0.112,1.490,11.780,-30.640,14.404
-0.006,0.050,1.516,25.452,-32.776,20.142
-0.072,-0.116,1.825,43.762,-32.593,24.414
-0.148,-0.191,1.937,46.387,-34.973,25.024
-0.186,-0.180,1.964,34.607,-36.682,22.217
-0.165,-0.235,2.036,29.297,-30.212,17.883
-0.078,-0.160,1.930,18.066,-26.855,12.939
0.002,-0.096,1.812,6.897,-27.588,10.864
0.041,-0.096,1.815,5.371,-25.024,11.658
0.046,-0.079,1.735,2.197,-22.888,13.916
0.067,-0.038,1.680,-3.235,-19.165,16.113
0.084,-0.060,1.664,-2.075,-12.634,19.653
0.032,-0.071,1.588,-2.563,-10.742,24.658
-0.043,-0.068,1.524,-1.770,-14.771,28.137
-0.115,-0.084,1.577,4.272,-21.606,30.090
-0.191,-0.164,1.726,10.193,-21.179,31.799
-0.214,-0.172,1.766,4.883,-17.578,28.687
-0.229,-0.141,1.715,-3.235,-13.306,24.353
-0.214,-0.148,1.739,-4.822,-10.986,18.433
-0.172,-0.104,1.682,-10.742,-9.766,13.916
-0.099,-0.056,1.538,-17.517,-3.906,11.780
0.002,0.011,1.415,-19.897,-1.160,11.780
0.054,0.024,1.431,-10.925,-3.906,14.099
0.039,0.007,1.546,0.854,-6.714,17.517
-0.043,-0.025,1.560,2.686,-5.920,21.545
-0.147,-0.014,1.406,-3.296,-3.357,24.475
-0.182,0.005,1.260,-3.967,1.770,24.048
-0.111,0.001,1.268,4.761,8.728,21.545
-0.063,-0.080,1.577,19.653,14.832,19.775
-0.038,-0.188,1.845,28.381,18.616,18.860
-0.047,-0.178,1.854,15.930,16.296,18.921
-0.082,-0.126,1.664,1.526,11.658,19.226
-0.132,-0.053,1.447,-2.747,4.272,19.104
-0.165,-0.035,1.429,6.714,-1.709,17.883
-0.138,-0.079,1.495,18.860,3.113,15.930
-0.073,-0.074,1.537,22.034,14.343,14.160
0.007,-0.123,1.709,26.672,23.071,12.146
0.072,-0.148,1.824,27.527,24.231,11.841
0.101,-0.134,1.775,18.372,23.315,12.939
0.107,-0.085,1.576,7.568,23.621,15.442
0.081,-0.044,1.372,2.686,21.973,19.653
0.035,-0.062,1.326,8.118,19.714,23.621
-0.022,-0.109,1.361,16.602,17.944,26.001
-0.057,-0.125,1.363,18.250,20.386,25.940
-0.037,-0.112,1.290,17.151,28.687,24.536
-0.015,-0.103,1.239,18.005,34.973,23.743
0.016,-0.089,1.187,20.691,37.720,24.170
0.034,-0.104,1.201,25.879,38.818,25.574
0.017,-0.124,1.227,30.823,34.119,27.588
0.002,-0.141,1.253,31.189,29.114,28.748
-0.005,-0.204,1.359,31.433,29.297,27.954
0.000,-0.230,1.371,25.757,30.518,25.940
0.009,-0.192,1.213,13.062,29.907,23.804
0.018,-0.139,1.019,5.798,29.053,22.034
0.038,-0.100,0.866,6.836,27.222,21.851
0.048,-0.060,0.746,12.390,24.658,23.560

-0.111,0.126,0.864,10.071,-10.437,2.869
-0.098,0.131,0.822,3.784,-14.465,3.845
-0.064,0.128,0.814,0.427,-19.226,6.104
-0.020,0.136,0.837,-4.517,-23.926,9.155
0.020,0.128,0.869,-11.902,-25.696,13.000
0.037,0.150,0.885,-20.264,-23.743,18.372
0.036,0.161,0.818,-29.846,-16.907,23.743
0.052,0.050,0.787,-31.799,-5.005,26.001
-0.086,0.094,0.186,-25.513,2.747,23.499
-0.149,0.158,0.076,1.099,1.831,17.883
-0.132,-0.070,0.503,47.302,-4.944,11.230
-0.137,-0.199,0.865,48.706,-22.156,4.456
-0.182,-0.223,0.869,18.860,-41.565,-1.892
-0.162,-0.220,0.649,-8.240,-50.110,-11.902
-0.068,-0.173,0.406,-23.621,-54.077,-24.170
0.014,-0.121,0.252,-28.442,-60.913,-32.349
0.099,-0.134,0.154,-26.611,-70.313,-35.217
0.190,-0.093,0.062,-25.513,-79.529,-31.921
0.311,-0.028,0.016,-22.766,-85.266,-25.879
0.371,-0.031,0.019,-16.663,-89.233,-18.860
0.272,-0.052,0.006,-14.648,-96.130,-9.949
0.156,-0.067,-0.066,-16.785,-98.877,-5.005
-0.187,-0.169,-0.172,-19.165,-95.581,-4.822
-0.262,-0.106,-0.266,-24.048,-79.834,-13.123
-0.049,-0.019,-0.270,-20.325,-52.856,-24.902
0.095,0.042,-0.139,-11.230,-35.583,-27.344
0.053,0.061,-0.041,-9.399,-26.428,-20.630
0.033,0.094,-0.101,-18.860,-9.888,-15.686
0.125,0.156,-0.141,-25.024,9.094,-13.306
0.208,0.166,-0.100,-21.362,18.066,-7.812
0.079,0.070,-0.192,-20.813,16.113,2.502
-0.272,0.011,-0.450,-27.100,11.230,12.634
-0.595,-0.022,-0.466,-17.944,6.226,9.033
-0.670,-0.119,-0.216,12.573,11.047,-6.226
-0.484,-0.084,-0.029,27.588,31.128,-25.024
-0.331,-0.016,0.065,22.644,53.589,-36.499
-0.202,0.049,0.038,14.648,71.472,-38.330
-0.235,0.039,-0.017,10.620,75.684,-36.438
-0.250,0.072,-0.230,10.681,70.313,-35.156
-0.319,0.077,-0.310,24.475,55.603,-37.903
-0.524,-0.030,-0.199,54.626,45.471,-43.396
-0.503,-0.062,0.219,85.083,52.185,-60.242
-0.364,-0.147,0.733,108.154,70.129,-78.308
-0.197,-0.125,1.059,98.816,90.942,-89.966
-0.027,-0.009,1.054,68.420,110.413,-97.168
0.062,0.160,0.771,44.617,123.413,-97.961
0.176,0.298,0.553,45.959,122.803,-95.886
0.256,0.265,0.819,78.735,99.854,-89.233
0.244,0.121,1.467,116.882,67.078,-78.003
0.178,0.018,1.938,122.070,39.673,-64.331
0.082,0.085,1.921,89.233,23.071,-50.659
-0.047,0.211,1.630,51.208,15.503,-40.222
-0.167,0.244,1.465,41.016,8.301,-36.194
-0.334,0.332,1.440,47.729,-5.432,-39.185
-0.275,0.243,1.772,68.359,0.000,-47.424
-0.146,0.268,1.857,66.650,4.639,-51.270
0.005,0.330,1.845,50.476,10.681,-49.194
-0.007,0.347,1.647,40.833,11.108,-40.344
0.075,0.441,1.419,37.476,12.451,-32.166
0.045,0.336,1.695,56.824,11.169,-23.010
-0.024,0.190,2.051,75.256,4.822,-12.573
-0.042,0.156,2.069,66.467,-2.869,-4.089
-0.100,0.129,2.036,54.626,-9.644,2.197
-0.164,0.080,1.922,49.744,-9.338,5.737
-0.151,0.097,1.805,45.105,-6.104,6.042
-0.194,0.012,1.990,51.208,-3.540,5.920
-0.182,-0.148,2.325,57.800,0.671,5.005
-0.184,-0.242,2.437,45.410,0.305,2.502
-0.145,-0.136,2.157,16.602,-4.944,-1.587
-0.061,-0.039,1.843,-1.343,-8.850,-3.723
0.033,0.023,1.611,-2.502,-12.512,-3.967
0.125,0.073,1.475,1.831,-14.160,-2.136
0.175,0.057,1.394,7.446,-9.888,3.906
0.224,0.040,1.378,11.414,-3.174,11.658
0.212,-0.002,1.454,17.090,-1.221,20.447
0.221,-0.038,1.513,21.667,-6.409,30.273
0.135,-0.041,1.589,22.156,-16.785,39.063
0.003,-0.123,1.682,23.254,-23.376,45.288
-0.152,-0.153,1.762,21.545,-29.846,47.058
-0.250,-0.191,1.828,18.311,-36.987,42.542
-0.309,-0.157,1.767,10.254,-38.391,34.729
-0.266,-0.089,1.646,-0.549,-32.104,25.879
-0.172,-0.038,1.507,-7.629,-25.696,21.240
-0.146,0.022,1.392,-10.315,-20.996,19.226
-0.043,0.049,1.359,-7.874,-12.878,18.066
-0.067,0.032,1.368,-4.395,-9.155,22.156
-0.073,-0.002,1.438,0.061,-5.981,24.902
-0.110,-0.069,1.484,3.296,-5.615,26.428
-0.172,-0.067,1.419,-0.977,-12.939,27.405
-0.230,-0.075,1.339,-4.944,-20.020,26.794
-0.292,-0.079,1.298,-4.517,-22.644,23.987
-0.282,-0.087,1.378,0.061,-21.912,18.555
-0.275,-0.090,1.431,1.221,-20.691,13.611
-0.218,-0.065,1.409,-4.761,-18.250,8.728
-0.161,-0.026,1.292,-13.916,-15.015,5.676
-0.106,0.005,1.129,-20.630,-11.414,4.822
-0.065,0.042,1.020,-19.348,-11.169,5.676
-0.079,0.024,1.042,-8.850,-18.555,8.545
-0.126,-0.024,1.175,3.601,-27.161,10.925
-0.190,-0.076,1.296,6.958,-28.015,11.292
-0.261,-0.110,1.224,-2.441,-21.362,10.071
-0.272,-0.057,1.042,-15.564,-12.756,6.287
-0.249,-0.040,0.945,-16.846,-4.883,2.075
-0.193,-0.035,0.923,-10.315,0.549,-1.282
-0.125,-0.008,0.902,-5.310,2.441,-2.686
-0.085,-0.005,0.960,0.305,0.183,-1.892
-0.076,-0.053,1.105,8.423,-2.014,-0.671
-0.066,-0.084,1.192,9.216,-4.395,0.122
-0.057,-0.070,1.159,1.099,-8.179,1.160
-0.074,-0.054,1.051,-7.324,-10.925,2.563
-0.085,-0.031,0.929,-11.780,-11.475,3.906
-0.089,-0.002,0.838,-11.047,-11.475,4.700
-0.116,-0.005,0.815,-5.432,-10.742,5.737
-0.119,-0.007,0.848,0.793,-8.057,6.104
-0.120,-0.023,0.922,5.432,-5.310,6.348
-0.110,-0.035,0.962,6.714,-2.991,6.836
-0.106,-0.030,0.967,4.272,-1.648,7.507
-0.148,-0.056,0.988,3.662,-0.854,8.057
-0.183,-0.066,0.997,3.479,-1.343,7.690

-0.168,0.143,0.915,21.057,-6.104,1.770
-0.141,0.151,0.940,14.771,-10.864,1.709
-0.130,0.157,0.944,7.935,-13.916,2.686
-0.139,0.155,0.936,2.808,-13.855,4.395
-0.112,0.127,0.889,-2.258,-11.475,6.592
-0.104,0.181,0.868,-9.277,-11.475,11.230
-0.098,0.198,0.778,-17.334,-9.949,15.747
-0.113,0.004,0.807,-12.146,0.244,15.259
0.009,-0.032,0.740,-13.733,7.141,12.268
-0.117,0.151,0.709,-21.912,0.183,14.099
-0.132,0.081,0.664,-20.996,-4.517,14.709
-0.138,0.059,0.650,-17.395,-5.737,13.184
-0.138,0.057,0.623,-16.907,-10.437,11.841
-0.166,0.048,0.595,-17.151,-14.282,10.010
-0.146,0.060,0.558,-16.785,-16.541,6.653
-0.117,0.070,0.556,-14.648,-21.057,3.296
-0.109,0.064,0.573,-12.390,-28.442,0.732
-0.087,0.061,0.578,-13.367,-34.363,-1.099
-0.046,0.067,0.613,-16.846,-36.316,-2.319
-0.029,0.036,0.652,-23.071,-34.363,-2.808
-0.048,0.016,0.557,-35.767,-31.189,-2.502
-0.101,0.040,0.308,-51.270,-30.762,-2.441
-0.116,0.144,0.010,-57.373,-35.645,-2.502
-0.107,0.226,-0.131,-45.593,-45.959,-1.038
-0.139,0.238,-0.050,-21.973,-56.458,1.709
-0.198,0.199,0.153,-1.343,-62.134,3.784
-0.203,0.193,0.276,3.296,-62.134,5.005
-0.203,0.187,0.333,-0.671,-60.181,6.470
-0.231,0.196,0.355,-4.333,-58.777,7.996
-0.233,0.212,0.313,-9.644,-57.556,8.911
-0.245,0.235,0.306,-12.756,-55.664,9.155
-0.245,0.220,0.324,-12.695,-50.842,8.667
-0.296,0.191,0.338,-13.489,-45.166,7.996
-0.406,0.161,0.283,-17.944,-37.476,5.981
-0.409,0.207,0.189,-22.278,-25.146,-1.099
-0.278,0.270,0.176,-16.785,-17.700,-10.071
-0.138,0.315,0.241,-5.127,-23.132,-15.198
-0.133,0.334,0.361,3.967,-34.973,-12.878
-0.211,0.299,0.462,8.362,-42.236,-7.935
-0.298,0.297,0.481,5.798,-40.527,-4.578
-0.340,0.305,0.441,0.610,-33.203,-3.296
-0.382,0.303,0.443,-1.648,-24.048,-2.136
-0.485,0.292,0.445,-4.395,-8.850,-2.380
-0.574,0.290,0.376,-11.841,14.221,-6.348
-0.485,0.330,0.314,-16.541,39.673,-17.029
-0.274,0.370,0.291,-13.794,56.946,-28.076
-0.076,0.421,0.300,-8.362,61.340,-32.593
0.064,0.440,0.391,-1.160,56.458,-28.687
-0.012,0.349,0.519,4.700,57.190,-20.691
-0.157,0.242,0.585,6.531,67.993,-15.503
-0.285,0.166,0.637,11.169,70.618,-14.465
-0.291,0.178,0.622,15.869,63.354,-15.198
-0.240,0.255,0.696,19.714,54.260,-16.602
-0.272,0.184,0.908,28.503,50.415,-18.921
-0.327,0.078,0.969,25.391,49.744,-21.545
-0.382,0.091,0.914,10.925,46.021,-27.832
-0.309,0.081,0.929,8.545,43.579,-38.513
-0.166,0.062,0.948,12.817,38.879,-48.950
-0.004,0.166,0.813,7.141,34.607,-54.138
0.150,0.259,0.684,5.005,40.344,-53.345
0.163,0.285,0.790,15.747,53.345,-48.828
0.062,0.174,0.951,27.771,67.261,-43.030
-0.042,0.136,0.924,24.902,74.036,-40.161
-0.060,0.187,0.807,18.066,76.599,-42.236
-0.047,0.193,0.799,23.376,74.829,-45.959
0.009,0.189,0.804,32.166,67.505,-47.485
0.083,0.223,0.783,35.828,58.350,-46.448
0.122,0.229,0.827,43.213,51.453,-42.480
0.126,0.193,0.888,52.124,45.898,-37.415
0.136,0.218,0.997,56.702,46.204,-33.936
0.092,0.171,1.217,62.378,51.636,-31.189
0.259,0.172,1.577,62.073,52.917,-28.320
-0.330,0.069,1.386,44.189,35.339,-19.531
-0.098,0.281,1.127,29.358,50.171,-33.020
0.006,0.316,0.972,32.471,41.504,-39.673
-0.053,0.387,0.857,42.542,7.812,-33.813
0.030,0.399,0.876,55.664,13.428,-31.189
-0.012,0.317,1.063,69.641,29.663,-27.710
-0.072,0.140,1.317,81.116,38.940,-24.475
-0.079,0.178,1.418,75.073,42.908,-22.034
-0.095,0.185,1.330,63.171,46.753,-20.264
-0.083,0.222,1.198,59.021,48.767,-20.020
-0.019,0.230,1.176,66.406,45.349,-19.836
0.075,0.193,1.403,82.153,37.415,-18.921
0.136,0.101,1.697,93.750,31.860,-15.320
0.109,0.056,1.750,85.938,25.269,-7.202
-0.010,0.079,1.625,68.970,19.714,-0.610
-0.062,0.078,1.448,64.392,18.494,1.038
-0.036,0.125,1.367,71.960,13.794,-0.549
0.006,0.123,1.388,89.294,7.446,-0.488
0.040,0.108,1.439,104.004,7.263,3.174
0.316,0.125,1.719,115.112,14.404,8.179
-0.172,-0.273,1.961,125.549,10.620,20.813
-0.146,-0.237,2.200,121.399,13.550,10.010
-0.047,-0.175,2.051,99.121,3.418,6.836
0.002,-0.079,1.821,82.458,-7.202,7.019
-1.086,1.190,1.380,71.960,0.854,3.113
1.273,3.426,4.000,166.199,-124.634,-36.255
-1.722,-4.000,4.000,680.237,-339.478,40.833
-0.118,-1.943,3.761,-27.710,164.185,28.076
-0.357,-1.580,-1.076,-575.012,238.708,9.583
-0.661,-0.130,-3.589,-718.872,104.858,37.170
-0.508,1.091,-4.000,-515.015,-20.996,-40.588
0.276,0.886,-3.375,-119.202,7.019,-64.758
0.325,-0.049,-1.477,197.205,9.460,-31.128
0.443,-0.736,0.311,362.366,11.597,-3.601
-0.040,-1.080,1.613,392.700,-25.085,2.502
-0.278,-0.875,2.339,299.744,-76.050,10.193
0.345,-0.371,2.437,175.842,-34.302,13.733
0.085,-0.265,2.083,69.824,32.410,18.860
0.209,-0.116,1.862,23.926,45.227,13.916
0.142,-0.331,1.745,25.635,0.061,9.949
0.223,-0.184,1.519,9.338,-19.470,7.507
0.502,-0.016,1.064,-21.057,-5.615,5.493
0.404,0.091,0.576,-35.095,7.874,19.104
0.112,-0.048,0.538,-22.400,18.982,33.752
-0.206,-0.352,1.470,3.296,6.104,35.461
-0.315,-0.115,1.261,-14.221,-16.785,25.085
-0.036,-0.020,0.932,-36.865,1.709,11.536

-0.408,0.060,0.913,9.277,-7.202,-2.930
-0.394,0.043,0.936,-4.761,-2.991,-1.099
-0.350,0.073,0.869,-20.508,4.700,0.305
-0.286,0.104,0.818,-31.433,12.634,1.892
-0.315,0.172,0.557,-36.926,19.043,5.005
-0.227,0.099,0.724,-31.372,27.527,5.371
-0.153,0.268,-0.008,-21.851,33.264,7.385
-0.236,0.058,0.255,34.485,29.968,9.094
-0.181,-0.024,0.644,63.171,24.902,7.324
-0.160,-0.072,0.961,50.110,18.250,7.385
-0.131,-0.071,0.912,19.409,20.447,7.507
-0.122,-0.045,0.657,-9.216,25.696,7.507
-0.121,-0.045,0.476,-20.081,26.001,7.690
-0.073,-0.052,0.422,-17.883,24.475,5.798
0.015,-0.036,0.431,-14.465,23.315,3.845
0.077,-0.032,0.453,-14.038,23.376,3.479
0.065,-0.042,0.407,-17.883,25.452,5.005
0.016,-0.024,0.299,-23.437,28.259,6.653
-0.002,-0.003,0.274,-23.132,29.846,6.042
0.022,-0.002,0.341,-16.785,28.809,3.418
0.106,-0.007,0.387,-13.550,22.522,1.343
0.167,0.031,0.395,-15.503,11.597,1.892
0.105,-0.012,0.459,-15.015,0.366,4.883
-0.028,-0.061,0.507,-15.198,-9.338,5.859
-0.089,-0.081,0.505,-18.921,-18.799,3.113
-0.141,-0.064,0.508,-21.912,-26.184,-2.563
-0.166,-0.057,0.480,-23.987,-31.189,-9.155
-0.196,-0.012,0.465,-26.184,-36.804,-15.259
-0.179,0.012,0.413,-27.466,-39.368,-21.484
-0.106,0.104,0.329,-30.823,-41.748,-26.001
-0.151,0.115,0.370,-29.663,-45.044,-26.123
-0.243,0.071,0.428,-29.724,-40.039,-26.062
-0.310,0.068,0.424,-40.405,-24.780,-28.381
-0.301,0.094,0.298,-54.260,-4.944,-33.142
-0.329,0.125,0.126,-63.599,9.277,-37.354
-0.369,0.157,-0.009,-65.430,19.287,-40.283
-0.371,0.205,-0.038,-59.998,31.189,-43.030
-0.341,0.212,0.094,-49.561,46.509,-45.044
-0.313,0.203,0.272,-43.579,67.200,-47.546
-0.244,0.239,0.338,-50.964,91.797,-51.514
-0.135,0.301,0.250,-67.749,111.633,-54.016
-0.054,0.364,0.126,-78.430,121.399,-54.260
-0.059,0.378,-0.030,-76.843,120.056,-53.223
-0.244,0.350,-0.178,-64.270,107.300,-51.758
-0.618,0.227,-0.270,-37.598,85.327,-53.589
-0.815,0.155,-0.143,1.038,56.580,-68.604
-0.686,0.147,0.242,46.143,38.574,-91.309
-0.466,0.195,0.672,72.021,44.250,-108.643
-0.300,0.276,0.943,67.871,72.266,-116.455
-0.200,0.352,0.958,47.424,105.469,-117.859
-0.068,0.469,0.822,27.954,130.432,-116.577
-0.023,0.483,0.763,29.358,130.432,-113.342
0.052,0.495,0.786,45.654,105.286,-110.291
0.189,0.534,0.912,69.397,65.613,-108.887
0.352,0.561,1.178,97.046,24.597,-104.675
0.464,0.609,1.292,108.948,3.906,-92.407
0.467,0.698,1.145,100.159,4.761,-72.876
0.315,0.685,1.141,96.436,13.123,-52.673
0.088,0.531,1.265,105.225,24.719,-37.781
0.005,0.454,1.311,102.173,39.795,-32.288
0.115,0.441,1.343,95.398,47.974,-32.104
0.206,0.429,1.483,98.267,35.645,-30.945
0.318,0.437,1.542,101.257,9.583,-24.780
0.314,0.522,1.483,94.482,-18.066,-11.475
-0.160,0.415,1.396,90.210,-37.537,6.775
0.427,0.499,1.401,97.595,-4.883,6.714
-0.027,0.243,1.592,110.535,1.770,6.958
-0.070,0.295,1.519,91.980,-10.010,16.113
-0.085,0.234,1.402,79.468,10.010,13.184
-0.039,0.258,1.237,75.012,16.235,11.108
0.071,0.261,1.238,78.430,14.648,8.606
0.120,0.171,1.438,95.215,6.348,8.667
0.119,0.055,1.643,103.394,-0.854,11.963
0.054,-0.001,1.602,88.196,6.653,17.090
-0.069,-0.040,1.327,67.383,19.104,20.203
-0.105,-0.051,1.110,63.293,20.447,18.677
-0.061,-0.051,1.097,78.979,10.498,14.771
0.255,-0.020,1.436,97.778,5.127,12.085
0.045,-0.294,1.589,109.741,12.268,12.024
0.138,-0.276,1.924,111.023,32.227,-0.427
0.136,-0.330,2.070,98.450,25.940,-0.305
0.261,-0.229,1.989,72.144,19.470,0.854
0.234,-0.133,1.679,40.588,16.052,7.263
0.111,-0.167,1.583,37.170,11.536,12.146
-0.026,-0.255,1.601,56.030,-7.568,11.719
0.101,-0.167,1.542,63.843,-25.574,7.507
0.228,-0.073,1.598,64.758,-26.062,4.822
0.199,-0.170,1.734,72.388,-16.846,7.324
0.053,-0.244,1.817,66.895,-14.221,12.451
-0.059,-0.279,1.725,48.584,-12.695,15.198
-0.059,-0.224,1.489,31.311,-7.568,12.939
-0.020,-0.181,1.296,26.550,-10.254,10.315
0.004,-0.182,1.204,34.851,-16.052,8.423
0.032,-0.234,1.140,44.922,-21.851,7.385
0.065,-0.260,1.111,50.598,-27.832,7.263
0.041,-0.340,1.902,67.749,-46.936,7.080
-0.355,-0.944,3.612,122.925,-143.494,0.427
0.107,0.099,2.440,-19.775,-113.892,-8.911
0.174,0.565,-0.093,-167.786,-30.579,-4.211
-0.406,-0.009,0.472,-69.580,-17.273,3.235
-0.274,-0.402,1.968,-25.330,28.625,2.014
-0.162,0.096,0.922,-63.354,31.128,-5.493
-0.127,-0.210,1.107,-42.725,11.597,-5.188
-0.093,-0.053,0.948,-36.621,16.296,-5.005
-0.103,-0.198,1.001,-33.691,20.386,-3.113
-0.104,-0.185,0.967,-33.020,28.564,-1.465
-0.081,-0.165,1.002,-36.255,36.499,-1.282
-0.012,-0.091,1.057,-39.185,43.091,-3.235
0.109,-0.010,1.010,-39.734,39.307,-4.211
0.074,-0.013,1.001,-29.663,23.743,-1.526
0.055,-0.009,0.984,-17.334,11.414,-0.244
0.034,-0.000,0.962,-8.850,3.662,0.793
0.009,-0.019,0.981,-1.343,0.061,1.709
0.001,-0.038,0.979,2.808,-0.671,1.953
0.005,-0.055,0.982,4.395,-0.732,2.686
0.017,-0.049,0.979,3.479,-0.366,3.967
0.018,-0.059,0.981,3.113,0.000,4.822
0.026,-0.062,0.981,2.686,0.122,4.761
0.026,-0.059,0.975,2.563,0.122,4.150

-0.047,-0.124,0.767,3.235,-0.854,-4.456
0.023,-0.100,0.685,-10.254,-6.714,-5.005
0.094,-0.094,0.595,-16.602,-16.785,-5.188
0.104,-0.140,0.426,-20.325,-26.306,-4.761
0.064,-0.271,0.408,-11.292,-32.715,-4.578
0.263,-0.308,0.177,4.333,-31.250,-8.118
0.094,0.029,0.278,0.061,-43.091,4.395
0.092,-0.200,0.408,-2.991,-49.133,11.414
0.025,-0.193,0.444,-12.939,-27.893,11.475
0.089,-0.133,0.357,-36.255,-8.606,11.841
0.176,-0.054,0.186,-59.448,3.845,13.062
0.218,-0.029,0.074,-68.848,6.714,16.113
0.187,-0.058,0.081,-67.932,0.977,19.714
0.151,-0.074,0.130,-68.298,-2.625,20.813
0.103,-0.099,0.157,-71.289,-4.150,20.020
0.026,-0.049,0.146,-76.111,-8.728,17.090
0.047,-0.013,0.086,-79.468,-17.395,10.559
0.128,0.062,0.014,-77.576,-34.302,3.906
0.205,0.106,0.018,-67.261,-60.852,-0.122
0.240,0.105,0.094,-53.650,-88.989,-2.258
0.131,0.015,0.145,-45.288,-109.131,-0.793
-0.005,0.001,0.103,-48.706,-112.061,0.183
-0.020,0.064,0.099,-52.063,-96.497,-2.197
-0.036,0.098,0.212,-47.424,-72.449,-3.662
